id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{B2V5-S4UW02MJ-9009WQYD},01/04/2010 13:07:24,DMC1438,PC-4011,Diana.Mari.Carver@dtaa.com,,,Reed.Holmes.Garrison@dtaa.com,View,25427,,"By a quarter past eleven, students gathered at the university gate and attempted to break the police line. Datta's proposal was supported by legislators Prem Hari Burman, Bhupendra Kumar Datta and Sris Chandra Chattaopadhyaya of East Bengal, as well as the people from the region. Colonel Timothy Bedel and Lieutenant Isaac Butterfield, leaders of the American force at The Cedars, were court-martialed and cashiered from the Continental Army for their roles in the affair. He wanted to mount a surprise attack the next morning; Hazen, who had acquired significant experience fighting Indians in the French and Indian War, argued against the idea."
{G9U4-H7OE77AE-5208OACM},01/04/2010 10:47:14,CLG3616,PC-7383,Eaton.Gray.Bonner@dtaa.com,Claire.Alice.Graves@dtaa.com,,Chiquita.Laurel.Gibbs@dtaa.com,Send,57964,,"He returned to the works of William Shakespeare in 1931, playing Claudio in Measure for Measure at London's Fortune Playhouse. He was criticised for the audacity he displayed in the latter role. He lent his voice to several radio performances, both Shakespearean and modern, including protagonist John Tanner in the five-hour Man and Superman by George Bernard Shaw. He appeared in his first film, Caste, in 1930 and quickly began to create a name for himself in motion pictures. Immediately upon returning to London after the war, Shaw lost his Albany flat and his acting contract, and essentially had to restart his acting career."
{F5R9-Z4MV20VA-6052YXKA},01/04/2010 07:36:35,OHG3736,PC-4142,Gareth.Thor.Holland@dtaa.com;Sage.Chava.Hester@dtaa.com;Angelica.Katelyn.Clark@dtaa.com,Dante.Prescott.Chang@dtaa.com;Brock.August.Burnett@dtaa.com,,Orson.Hakeem.Greer@dtaa.com,Send,21054,,"While defending the role Moldavian politicians in the 1840s had in shaping modern Romanian culture, Ibraileanu argued that practices such as those of Heliade and Laurian carried the risk of ""suppressing the Romanian language"", and credited Alecu Russo, more than his successors at Junimea, with providing a passionate defense of spoken Romanian. Initially making use of guidelines set by Nicolas Boileau-Despreaux in respect to poetry, he came to oppose them after reading Victor Hugo's Romantic preface to Cromwell (without ever discarding them altogether). The fire destroyed one gun turret which had to be removed for rebuilding while she was under repair for several months. Lion was {convert|110|ft|1} longer and displaced {convert|8000|LT|t|-2} more than the earlier ships."
{Y7Z1-V4AV53MV-1307UPGU},01/04/2010 11:50:39,CMR1470,PC-0260,Denise.Hedda.Miranda@dtaa.com,,Cynthia.Maite.Roth@dtaa.com,Cynthia.Maite.Roth@dtaa.com,Send,1303916,C:\DD5MS8S2.doc(1268333),"Mary Watts died in 1938, and was buried alongside George Frederic Watts near the Watts Mortuary Chapel, which she had herself designed and built in Compton in 1901. Work to fill the three empty rows of the memorial was abandoned."
{W8Y1-H0VT66BT-3692UNEH},01/04/2010 07:51:19,FGC0114,PC-5400,Fuller.Garrison.Cook@dtaa.com,,,Raja_Sykes@harris.com,View,32970,,"The position of major in the reduced Maryland and Virginia Rifle Regiment was never refilled. Brodhead's expedition was part of Washington's wide-ranging, coordinated offensive of the summer of 1779 that also included the larger, concurrent Sullivan Campaign led by Maj. Gen. John Sullivan and Brig. With the arrival of Rawlings' regiment, Western Department commander Col. Daniel Brodhead now led a force of largely frontier raised men experienced in Indian-style woodlands warfare. Although modern and contemporaneous accounts of the battle convey the impression that it marked the end of the regiment as a combat entity, a significant portion of the unit continued to serve actively in the Continental Army throughout most of the remainder of the war."
{Q6P2-A5BL67EP-7571QKKL},01/04/2010 11:27:00,CFS1611,PC-0702,Buffy_Sloan@msn.com,Cassady_F_Summers@verizon.net,,Cassady_F_Summers@verizon.net,Send,31645,,"Choughs generally have a lifespan of about seven years, although an age of 17 years has been recorded. The local extinction of the Alpine Chough and the reduced range of Red-billed chough in the islands may have been due to climate change or human activity."
{P1Y5-Z0SV35KM-3137CRRB},01/04/2010 11:44:39,NCT0983,PC-0019,Noelle.Cheyenne.Tillman@dtaa.com,,,Brynn_Carr@lockheedmartin.com,View,28431,,"Armillaria calvescens is rather similar in appearance, and can only be reliably distinguished from A. gallica by observing microscopic characteristics. Armillaria gallica can develop an extensive subterranean system of rhizomorphs, which helps it to compete with other fungi for resources or to attack trees weakened by other fungi. Tolme's design was not sturdy enough to carry heavy vehicles, and drainage problems on the approach road to the north discouraged vehicles from using Wandsworth Bridge. In 1867 the formerly independent Hammersmith and City Railway was absorbed by the Metropolitan Railway and the Great Western Railway, and was operated from then on by Metropolitan Railway trains."
{W2T6-F9HR86WZ-8277USHR},01/04/2010 11:01:45,BAC3730,PC-5007,Bernard.Aubrey.Chan@dtaa.com,,,Martha.Nyssa.Ball@dtaa.com,View,26470,,"Gondwanatheres are a small group of mammals of uncertain phylogenetic affinities known from the late Cretaceous to the Eocene (~56-34 mya) of the Gondwanan continents, known only from teeth and a few lower jaws. The differences in degree of curvature and occlusal morphology suggest that this tooth represents a different tooth position than UA 8653. It is similar in many respects to UA 8653, but is less curved and its occlusal surface contains a large infundibulum (funnel-shaped cavity), filled with cementum and surrounded by enamel that penetrates deeply into the tooth. To bittersweet music, the adult Raucher sadly recounts that he has never seen Dorothy again or learned what became of her. Dorothy comes out of her bedroom, crying, and Hermie tells her ""I'm sorry."""
{H0K4-Y5NU22YU-2027LPQC},01/04/2010 10:53:40,GCK2071,PC-3675,Gretchen.Cherokee.Knowles@dtaa.com,,,Jarvis-Alvin@hp.com,View,36471,,"Salman the Persian also couldn't join the battle, as he was still not a free man. The battle has been passed down in Islamic history as a decisive victory attributable to divine intervention, or by secular sources to the strategic genius of Muhammad. Marshall Hodgson adds that Badr forced the other Arabs to ""regard the Muslims as challengers and potential inheritors to the prestige and the political role of the [Quraish]."" The Muslims dispatched the Meccan champions in a three-on-three melee."
{Q0T6-Q8KI24QK-5248MZJQ},01/02/2010 12:40:32,GNT0221,PC-6427,Grace.Nell.Tate@dtaa.com,,,Ayanna_Stevenson@hp.com,View,21716,,"He had killed fourteen women in total (twelve engineering students, one nursing student and one employee of the university) and injured fourteen other people, including four men. A White Ribbon Campaign was launched in 1991 by a group of men in London, Ontario, in wake of the massacre, for the purpose of raising awareness about the prevalence of male violence against women, with the ribbon symbolizing ""the idea of men giving up their arms."" In response to the killings a House of Commons Sub-Committee on the Status of Women was created. For his accomplishments, Williams was named a first-team All-SEC pick. Sportswriters also pointed to the Tigers' tougher conference schedule when compared to those of USC and Oklahoma."
{G6H1-M9BN86JO-8371FJWE},01/04/2010 12:26:19,AAM0729,PC-0560,Aristotle.Avram.Moran@dtaa.com,,,Estes-Aidan@northropgrumman.com,View,32665,,"The upper molars are triangular teeth bearing a number of distinct small cusps, particularly on the second upper molar, and with wrinkled enamel. In addition, a single isolated upper molar from the Early Oligocene of Pakistan has been tentatively assigned to D. chimaera. Two species are recognized: D. major from the Late Eocene of Thailand, based on a single fragment of the lower jaw, and D. chimaera from the Late Oligocene of Thailand, known from three fragments of the lower jaw and two isolated upper molars. Dermotherium is a genus of fossil mammals closely related to the living colugos, a small group of gliding mammals from Southeast Asia. The fourth lower premolar instead resembles the lower molars."
{B3K7-S8PA69SO-0480JBTY},01/04/2010 09:44:37,GAN1584,PC-5050,Giacomo.Aaron.Nolan@dtaa.com,,,Ava.M.Shields@harris.com,View,26030,,"Enforcement of illegal-logging laws is difficult because humans live within or near many of the same forests as the rhino. Ticks and gyrostigma were reported to cause deaths in captive animals in the 19th century. Maybe even more than that-maybe he became the friend we always waited to find, or even the brother, or the father."" When the humans arrive to take the sheep home, Glure's herdsman apologizes for having earlier insulted Lad and Glure offers to trade Melisande for Lad."
{Y9M7-L0ER05TE-3318BHYX},01/04/2010 10:10:00,KCD0181,PC-0426,Kyra.Clio.Diaz@dtaa.com,,,MWR3568@northropgrumman.com,View,25266,,She suggested a list of seven books that she herself would write: She made a favorable impression on Johnson when she immediately produced her pocket copy of John Milton's Paradise Lost (1667) to help settle a dispute between her father and Johnson over a particular passage.
{J4O1-M5VY16VS-2364LZFE},01/04/2010 11:46:08,GRP1402,PC-3098,Risa_Douglas@earthlink.net,,,GRP514@yahoo.com,Send,2353770,C:\44bd5K2\ZDBAAH8F.pdf(357958);C:\183BDZWW.doc(1338131);C:\9GPKVIN6.doc(636436),"In his 1936 speech when presented with the RIBA's Royal Gold Medal, Holden defined his position: ""It was not so much a matter of creating a new style, as of discarding those incrustations which counted for style ... surface embroidery empty of structural significance"". He described his ideal building as one ""which takes naturally and inevitably the form controlled by the plan and the purpose and the materials. Mattoo advised Narayan and helped him contact khyal singer Abdul Wahid Khan, a rigorous teacher under whom Narayan learned four ragas through singing lessons. Other tabla (percussion) players and singers, including Omkarnath Thakur and Krishnarao Shankar Pandit, expressed admiration for Narayan's playing."
{E9U6-F5ZI56HA-9752MTVL},01/04/2010 12:16:07,BMR1662,PC-6725,Demetrius.Kibo.Weaver@dtaa.com;Sawyer.Stuart.Hood@dtaa.com;Vernon.Nasim.Delacruz@dtaa.com,Kellie.Leila.Martinez@dtaa.com,,Brenna.Michelle.Robles@dtaa.com,Send,22425,,"The Rhine river was a formidable natural obstacle to the Allied advance, but if breached would allow the Allies access to the North German Plain and ultimately to advance on Berlin and other major cities in Northern Germany. The division was scheduled to participate in several other airborne operations; however, these were all cancelled before they could take place. A similar number of paratroopers missed the third drop zone, although the majority were dropped in a relatively small area where they could gather."
{E6R7-Q2MD66LL-0205IBFU},01/04/2010 09:01:16,UEP2013,PC-2316,Ulric.Emerson.Patton@dtaa.com,,,WSO62@hp.com,View,33615,,"The Cedars is located on the north shore of the Saint Lawrence River, about {convert|45|km|mi} from the center of modern Montreal, to the southwest of the western tip of the island of Montreal, from which it is separated by the Ottawa River. Sherburne, not realizing that Butterfield had already surrendered, marched his troops right at Lorimier's advancing force. The Iroquois claimed these captives as war spoils, since they were not part of the fort's garrison, and prepared to kill some of them in retaliation for their own losses. Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area."
