employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor,start_date,end_date
Stella Jessica Lucas,SJL3355,Stella.Jessica.Lucas@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,5 - RegionalSales,Otto Alexander Wilkins,2009-12-01 00:00:00,2011-06-01
Michelle Britanney Peters,MBP1728,Michelle.Britanney.Peters@dtaa.com,ChiefEngineer,Project 27,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,14 - MaterialsEngineering,Jason Amery Franco,2009-12-01 00:00:00,2011-06-01
Maggie Clare Chambers,MCC0856,Maggie.Clare.Chambers@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,2 - AssemblyDept,August Kasimir Solis,2009-12-01 00:00:00,2011-06-01
Robert Talon Morin,RTM0849,Robert.Talon.Morin@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge,2009-12-01 00:00:00,2011-06-01
Isaac Peter Buckner,IPB1935,Isaac.Peter.Buckner@dtaa.com,ComputerProgrammer,Project 38,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,9 - WebSoftware,Patience Raya Holt,2009-12-01 00:00:00,2011-06-01
Claudia Camilla Bass,CCB0547,Claudia.Camilla.Bass@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,3 - ElectricalEngineering,Fredericka Kessie Stein,2009-12-01 00:00:00,2011-06-01
Martha Mari Dotson,MMD2022,Martha.Mari.Dotson@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,16 - TestAndEvalualtion,Elijah Valentine Fuentes,2009-12-01 00:00:00,2011-06-01
Lucy Candice Wallace,LCW3879,Lucy.Candice.Wallace@dtaa.com,Physicist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,7 - Lab,Patrick Samuel Hutchinson,2009-12-01 00:00:00,2011-06-01
Murphy Ulric Obrien,MUO3601,Murphy.Ulric.Obrien@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,25 - SystemsEngineering,Todd Salvador Fisher,2009-12-01 00:00:00,2011-06-01
James Harper Kennedy,JHK3122,James.Harper.Kennedy@dtaa.com,Physicist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,5 - Lab,Bethany Diana Jordan,2009-12-01 00:00:00,2011-06-01
Sierra Clio Mcknight,SCM0778,Sierra.Clio.Mcknight@dtaa.com,TechnicalWriter,Project 13,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,1 - Publications,Fuller Taylor Spears,2009-12-01 00:00:00,2011-06-01
Casey Zephania Bentley,CZB3718,Casey.Zephania.Bentley@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,6 - RegionalSales,Randall Orson Rosa,2009-12-01 00:00:00,2011-06-01
Driscoll Hashim Galloway,DHG1830,Driscoll.Hashim.Galloway@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt,2009-12-01 00:00:00,2011-06-01
Hedda Scarlett Koch,HSK0639,Hedda.Scarlett.Koch@dtaa.com,ComputerProgrammer,Project 6,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,4 - WebSoftware,Winifred Kelsie Garza,2009-12-01 00:00:00,2011-06-01
Paki Malcolm Acevedo,PMA2693,Paki.Malcolm.Acevedo@dtaa.com,ComputerProgrammer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,10 - WebSoftware,Jermaine Carlos Smith,2009-12-01 00:00:00,2011-06-01
Hector Nathan Vargas,HNV3655,Hector.Nathan.Vargas@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield,2009-12-01 00:00:00,2011-06-01
Galena Phoebe Ballard,GPB2691,Galena.Phoebe.Ballard@dtaa.com,SoftwareDeveloper,Project 34,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,10 - WebSoftware,Jermaine Carlos Smith,2009-12-01 00:00:00,2011-06-01
Quentin Nathaniel Gaines,QNG2121,Quentin.Nathaniel.Gaines@dtaa.com,ComputerScientist,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,15 - SystemsEngineering,Leo Travis Rojas,2009-12-01 00:00:00,2011-06-01
Jenna Ivory Washington,JIW2086,Jenna.Ivory.Washington@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,12 - MechanicalEngineering,George Guy Hayden,2009-12-01 00:00:00,2011-06-01
Jemima Chelsea Weaver,JCW1332,Jemima.Chelsea.Weaver@dtaa.com,TestEngineer,Project 7,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,Hakeem Levi Mcgee,2009-12-01 00:00:00,2011-06-01
Abraham Ferdinand Keith,AFK3800,Abraham.Ferdinand.Keith@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,Martina Nina Cain,2009-12-01 00:00:00,2011-06-01
Jelani Samuel Osborne,JSO3292,Jelani.Samuel.Osborne@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman,2009-12-01 00:00:00,2011-06-01
Hadassah Ingrid Farley,HIF0482,Hadassah.Ingrid.Farley@dtaa.com,SoftwareQualityEngineer,Project 42,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,1 - SQA,Whoopi Aspen Mccarty,2009-12-01 00:00:00,2010-11-01
Stacey Leigh Vincent,SLV2969,Stacey.Leigh.Vincent@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,Sarah Lilah Mason,2009-12-01 00:00:00,2011-06-01
Rina Octavia Sloan,ROS2030,Rina.Octavia.Sloan@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,3 - Lab,Lamar Benjamin Johnston,2009-12-01 00:00:00,2011-06-01
Vivian Katell Alston,VKA1118,Vivian.Katell.Alston@dtaa.com,WebDeveloper,Project 34,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,7 - WebSoftware,Amanda Sydney Decker,2009-12-01 00:00:00,2011-06-01
Drake Ahmed Durham,DAD1785,Drake.Ahmed.Durham@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley,2009-12-01 00:00:00,2010-03-01
Stephanie Beatrice Downs,SBD1557,Stephanie.Beatrice.Downs@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,Kennedy Beau Alvarez,2009-12-01 00:00:00,2011-06-01
Zenaida Hannah Morin,ZHM1979,Zenaida.Hannah.Morin@dtaa.com,MaterialsEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,14 - MaterialsEngineering,Yasir Davis Moore,2009-12-01 00:00:00,2011-06-01
Lunea Kaden Chaney,LKC1944,Lunea.Kaden.Chaney@dtaa.com,SoftwareDeveloper,Project 31,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,9 - WebSoftware,Patience Raya Holt,2009-12-01 00:00:00,2011-06-01
Byron Amir Haney,BAH3684,Byron.Amir.Haney@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,Melissa Laura Cardenas,2009-12-01 00:00:00,2011-06-01
Patricia Simone Griffin,PSG1938,Patricia.Simone.Griffin@dtaa.com,WebDeveloper,Project 47,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,9 - WebSoftware,Patience Raya Holt,2009-12-01 00:00:00,2010-12-01
Garrett Edward Kelly,GEK3441,Garrett.Edward.Kelly@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,5 - RegionalFieldService,Hedy Kristen Mcfadden,2009-12-01 00:00:00,2011-06-01
Rama Maisie Byrd,RMB0885,Rama.Maisie.Byrd@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,Bianca Rebecca Schultz,2009-12-01 00:00:00,2011-06-01
Devin Derek Gentry,DDG1822,Devin.Derek.Gentry@dtaa.com,WebDeveloper,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,9 - WebSoftware,Blair Hope Estes,2009-12-01 00:00:00,2011-06-01
Hasad Noble Gentry,HNG1909,Hasad.Noble.Gentry@dtaa.com,Physicist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,Quincy Joshua Olsen,2009-12-01 00:00:00,2011-06-01
Burke Alfonso Hill,BAH1259,Burke.Alfonso.Hill@dtaa.com,WebDeveloper,Project 10,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,7 - WebSoftware,Farrah Molly Caldwell,2009-12-01 00:00:00,2011-06-01
Penelope Amaya Mcneil,PAM0505,Penelope.Amaya.Mcneil@dtaa.com,HardwareEngineer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,3 - EmbeddedSoftware,Anjolie Samantha Gonzales,2009-12-01 00:00:00,2011-06-01
